gvkey,datadate,fyearq,fqtr,indfmt,consol,popsrc,datafmt,tic,conm,adrrq,curcdq,datacqtr,datafqtr,actq,cheq,dlcq,dpq,epsx12,req,saleq,wcapq,xoprq,aolochy,apalchy,capxy,chechy,dvy,invchy,niy,recchy,saley,exchg,costat,prccq
006266,03/31/2012,2012,1,INDL,C,D,STD,JNJ,JOHNSON & JOHNSON,,USD,2012Q1,2012Q1,57007.0000,33847.0000,6439.0000,773.0000,3.6900,78563.0000,16139.0000,35809.0000,10802.0000,-665.0000,-1331.0000,502.0000,5725.0000,1565.0000,-449.0000,3910.0000,-215.0000,16139.0000,11,A,65.9600
006266,06/30/2012,2012,2,INDL,C,D,STD,JNJ,JOHNSON & JOHNSON,,USD,2012Q2,2012Q2,41615.0000,16915.0000,6040.0000,852.0000,3.1900,77326.0000,16475.0000,17767.0000,11022.0000,-1165.0000,899.0000,1100.0000,-10500.0000,3241.0000,-618.0000,5318.0000,155.0000,32614.0000,11,A,67.5600
006266,09/30/2012,2012,3,INDL,C,D,STD,JNJ,JOHNSON & JOHNSON,,USD,2012Q3,2012Q3,44791.0000,19771.0000,5423.0000,1005.0000,3.1000,79955.0000,17052.0000,20856.0000,11716.0000,-1941.0000,1220.0000,1782.0000,-9056.0000,4924.0000,-593.0000,8286.0000,94.0000,49666.0000,11,A,68.9100
006266,12/31/2012,2012,4,INDL,C,D,STD,JNJ,JOHNSON & JOHNSON,,USD,2012Q4,2012Q4,46116.0000,21089.0000,4676.0000,1036.0000,3.9400,80182.0000,17558.0000,21854.0000,12876.0000,-4727.0000,2768.0000,2934.0000,-9631.0000,6614.0000,-1.0000,10853.0000,-9.0000,67224.0000,11,A,70.1000
006266,03/31/2013,2013,1,INDL,C,D,STD,JNJ,JOHNSON & JOHNSON,,USD,2013Q1,2013Q1,47228.0000,21668.0000,4529.0000,1036.0000,3.7700,80553.0000,17505.0000,24704.0000,11525.0000,-800.0000,-1459.0000,586.0000,-56.0000,1706.0000,-288.0000,3497.0000,-434.0000,17505.0000,11,A,81.5300
006266,06/30/2013,2013,2,INDL,C,D,STD,JNJ,JOHNSON & JOHNSON,,USD,2013Q2,2013Q2,51273.0000,25129.0000,5339.0000,990.0000,4.6300,82639.0000,17877.0000,27506.0000,11821.0000,-381.0000,-715.0000,1357.0000,2396.0000,3562.0000,-547.0000,7330.0000,-647.0000,35382.0000,11,A,85.8600
006266,09/30/2013,2013,3,INDL,C,D,STD,JNJ,JOHNSON & JOHNSON,,USD,2013Q3,2013Q3,52176.0000,25228.0000,5359.0000,976.0000,4.6100,82357.0000,17575.0000,26341.0000,11724.0000,839.0000,589.0000,2166.0000,2293.0000,5424.0000,-799.0000,10312.0000,-971.0000,52957.0000,11,A,86.6900
006266,12/31/2013,2013,4,INDL,C,D,STD,JNJ,JOHNSON & JOHNSON,,USD,2013Q4,2013Q4,56407.0000,29206.0000,4852.0000,1102.0000,4.9200,86633.0000,18355.0000,30732.0000,13181.0000,-1508.0000,1821.0000,3595.0000,6016.0000,7286.0000,-622.0000,13831.0000,-632.0000,71312.0000,11,A,91.5900
006266,03/31/2014,2014,1,INDL,C,D,STD,JNJ,JOHNSON & JOHNSON,,USD,2014Q1,2014Q1,57369.0000,29392.0000,3949.0000,1013.0000,5.3400,88742.0000,18115.0000,33529.0000,11456.0000,-580.0000,-1004.0000,630.0000,-1205.0000,1867.0000,-512.0000,4727.0000,-426.0000,18115.0000,11,A,98.2300
006266,06/30/2014,2014,2,INDL,C,D,STD,JNJ,JOHNSON & JOHNSON,,USD,2014Q2,2014Q2,60119.0000,31624.0000,3819.0000,952.0000,5.5100,90738.0000,19495.0000,35760.0000,12573.0000,-681.0000,-595.0000,1467.0000,-6691.0000,3845.0000,-605.0000,9053.0000,-584.0000,37610.0000,11,A,104.6200
006266,09/30/2014,2014,3,INDL,C,D,STD,JNJ,JOHNSON & JOHNSON,,USD,2014Q3,2014Q3,59973.0000,33005.0000,2115.0000,939.0000,6.1400,91178.0000,18467.0000,36991.0000,11731.0000,823.0000,-827.0000,2218.0000,-7109.0000,5812.0000,-1098.0000,13802.0000,-399.0000,56077.0000,11,A,106.5900
006266,12/31/2014,2014,4,INDL,C,D,STD,JNJ,JOHNSON & JOHNSON,,USD,2014Q4,2014Q4,59311.0000,33089.0000,3638.0000,991.0000,5.8000,86523.0000,18254.0000,34226.0000,13319.0000,-654.0000,955.0000,3714.0000,-6404.0000,7768.0000,-1120.0000,16323.0000,-247.0000,74331.0000,11,A,104.5700
006266,03/31/2015,2015,1,INDL,C,D,STD,JNJ,JOHNSON & JOHNSON,,USD,2015Q1,2015Q1,58192.0000,31319.0000,4045.0000,895.0000,5.6700,85356.0000,17374.0000,34356.0000,11133.0000,459.0000,-2451.0000,543.0000,-2535.0000,1946.0000,-276.0000,4320.0000,-765.0000,17374.0000,11,A,100.6000
006266,06/30/2015,2015,2,INDL,C,D,STD,JNJ,JOHNSON & JOHNSON,,USD,2015Q2,2015Q2,61001.0000,33954.0000,5222.0000,889.0000,5.7700,89298.0000,17787.0000,36489.0000,11981.0000,1638.0000,-2203.0000,1308.0000,-3884.0000,4025.0000,-537.0000,8836.0000,-1186.0000,35161.0000,11,A,97.4600
006266,09/30/2015,2015,3,INDL,C,D,STD,JNJ,JOHNSON & JOHNSON,,USD,2015Q3,2015Q3,63494.0000,37306.0000,5677.0000,929.0000,5.2900,89887.0000,17102.0000,38234.0000,11530.0000,2472.0000,-1558.0000,2097.0000,-884.0000,6101.0000,-719.0000,12194.0000,-910.0000,52263.0000,11,A,93.3500
006266,12/31/2015,2015,4,INDL,C,D,STD,JNJ,JOHNSON & JOHNSON,,USD,2015Q4,2015Q4,60210.0000,38376.0000,7004.0000,1033.0000,5.5600,90714.0000,17811.0000,32463.0000,13314.0000,2224.0000,-3.0000,3463.0000,-791.0000,8173.0000,-449.0000,15409.0000,-433.0000,70074.0000,11,A,102.7200
007154,03/31/2009,2009,1,INDL,C,D,STD,MCD,MCDONALD'S CORP,,USD,2009Q1,2009Q1,3450.4000,1978.7000,19.0000,282.2000,3.8800,29077.1000,5077.4000,1237.5000,3432.3000,-216.2000,,413.7000,-84.7000,553.4000,,979.5000,,5077.4000,11,A,54.5700
007154,06/30/2009,2009,2,INDL,C,D,STD,MCD,MCDONALD'S CORP,,USD,2009Q2,2009Q2,3597.0000,2160.6000,507.6000,304.4000,3.8300,30322.5000,5647.2000,753.5000,3704.4000,-236.8000,,848.1000,97.2000,1101.2000,,2073.2000,,10724.6000,11,A,57.4900
007154,09/30/2009,2009,3,INDL,C,D,STD,MCD,MCDONALD'S CORP,,USD,2009Q3,2009Q3,3602.8000,2201.0000,424.3000,311.9000,3.9200,30948.1000,6046.7000,62.4000,3876.1000,-41.5000,,1318.9000,137.6000,1642.4000,,3334.2000,,16771.3000,11,A,57.0700
007154,12/31/2009,2009,4,INDL,C,D,STD,MCD,MCDONALD'S CORP,,USD,2009Q4,2009Q4,3416.3000,1796.0000,18.1000,317.7000,4.1700,32018.2000,5973.4000,427.6000,3958.1000,1.0000,-0.1000,1952.1000,-267.4000,2235.5000,,4551.0000,-42.0000,22744.7000,11,A,62.4400
007154,03/31/2010,2010,1,INDL,C,D,STD,MCD,MCDONALD'S CORP,,USD,2010Q1,2010Q1,3472.3000,2007.3000,18.1000,317.9000,4.3000,32282.2000,5610.1000,903.0000,3678.6000,-71.6000,,401.8000,211.3000,592.0000,,1089.8000,,5610.1000,11,A,66.7200
007154,06/30/2010,2010,2,INDL,C,D,STD,MCD,MCDONALD'S CORP,,USD,2010Q2,2010Q2,3166.5000,1665.5000,334.9000,311.5000,4.4500,32127.8000,5945.5000,583.7000,3802.5000,-441.7000,,796.3000,-130.5000,1181.1000,,2315.6000,,11555.6000,11,A,65.8700
007154,09/30/2010,2010,3,INDL,C,D,STD,MCD,MCDONALD'S CORP,,USD,2010Q3,2010Q3,4176.5000,2495.0000,78.9000,312.7000,4.5900,33272.7000,6304.9000,910.2000,3942.0000,-317.4000,,1319.4000,699.0000,1764.6000,,3704.0000,,17860.5000,11,A,74.5100
007154,12/31/2010,2010,4,INDL,C,D,STD,MCD,MCDONALD'S CORP,,USD,2010Q4,2010Q4,4368.5000,2387.0000,8.3000,334.1000,4.6400,34564.6000,6214.1000,1443.8000,4071.3000,-50.8000,-83.0000,2135.5000,591.0000,2408.1000,,4946.3000,-50.1000,24074.6000,11,A,76.7600
007154,03/31/2011,2011,1,INDL,C,D,STD,MCD,MCDONALD'S CORP,,USD,2011Q1,2011Q1,3824.2000,1939.9000,1516.4000,339.1000,4.7900,35640.4000,6111.6000,-429.9000,3995.5000,3.7000,,508.7000,-447.1000,635.1000,,1209.0000,,6111.6000,11,A,76.0900
007154,06/30/2011,2011,2,INDL,C,D,STD,MCD,MCDONALD'S CORP,,USD,2011Q2,2011Q2,4025.4000,2070.0000,1219.4000,350.1000,5.0100,36709.4000,6905.4000,76.6000,4417.7000,-132.7000,,1099.1000,-317.0000,1267.1000,,2619.2000,,13017.0000,11,A,84.3200
007154,09/30/2011,2011,3,INDL,C,D,STD,MCD,MCDONALD'S CORP,,USD,2011Q3,2011Q3,4421.9000,2388.8000,1541.5000,358.3000,5.1600,35878.3000,7166.3000,-656.3000,4482.1000,-8.2000,,1791.4000,1.8000,1894.3000,,4126.5000,,20183.3000,11,A,87.8200
007154,12/31/2011,2011,4,INDL,C,D,STD,MCD,MCDONALD'S CORP,,USD,2011Q4,2011Q4,4403.0000,2335.7000,366.6000,367.5000,5.3300,37157.2000,6822.7000,893.8000,4402.8000,-52.2000,54.5000,2729.8000,-51.3000,2609.7000,,5503.1000,-160.8000,27006.0000,11,A,100.3300
007154,03/31/2012,2012,1,INDL,C,D,STD,MCD,MCDONALD'S CORP,,USD,2012Q1,2012Q1,4254.8000,2289.1000,724.2000,364.7000,5.4200,38061.7000,6546.6000,608.4000,4256.9000,1.9000,,588.4000,-46.6000,712.3000,,1266.7000,,6546.6000,11,A,98.1000
007154,06/30/2012,2012,2,INDL,C,D,STD,MCD,MCDONALD'S CORP,,USD,2012Q2,2012Q2,4500.1000,2484.6000,852.9000,365.9000,5.3900,38185.6000,6915.9000,877.8000,4451.4000,-283.1000,,1300.4000,148.9000,1421.6000,,2613.7000,,13462.5000,11,A,88.5300
007154,09/30/2012,2012,3,INDL,C,D,STD,MCD,MCDONALD'S CORP,,USD,2012Q3,2012Q3,4207.9000,2178.5000,512.1000,371.9000,5.3700,38492.0000,7152.4000,56.6000,4546.8000,-249.4000,,2053.6000,-157.2000,2125.4000,,4068.7000,,20614.9000,11,A,91.7500
007154,12/31/2012,2012,4,INDL,C,D,STD,MCD,MCDONALD'S CORP,,USD,2012Q4,2012Q4,4922.1000,2336.1000,0.0000,386.0000,5.4100,40074.4000,6952.1000,1519.0000,4462.3000,-27.2000,7.5000,3049.2000,0.4000,2896.6000,,5464.8000,-29.4000,27567.0000,11,A,88.2100
007154,03/31/2013,2013,1,INDL,C,D,STD,MCD,MCDONALD'S CORP,,USD,2013Q1,2013Q1,4191.2000,1869.3000,0.0000,391.1000,5.4400,40170.2000,6605.3000,1174.1000,4326.6000,-87.0000,,634.2000,-466.8000,772.2000,,1270.2000,,6605.3000,11,A,99.6900
007154,06/30/2013,2013,2,INDL,C,D,STD,MCD,MCDONALD'S CORP,,USD,2013Q2,2013Q2,4632.1000,2278.4000,0.0000,390.9000,5.5000,40431.6000,7083.8000,1827.1000,4534.7000,-379.4000,,1233.6000,-57.7000,1543.3000,,2666.7000,,13689.1000,11,A,99.0000
007154,09/30/2013,2013,3,INDL,C,D,STD,MCD,MCDONALD'S CORP,,USD,2013Q3,2013Q3,4734.1000,2544.3000,0.0000,394.5000,5.5800,40871.2000,7323.4000,911.8000,4572.6000,-279.0000,,1920.7000,208.2000,2310.8000,,4188.9000,,21012.5000,11,A,96.2100
007154,12/31/2013,2013,4,INDL,C,D,STD,MCD,MCDONALD'S CORP,,USD,2013Q4,2013Q4,5050.1000,2798.7000,0.0000,408.6000,5.5900,42178.8000,7093.2000,1880.1000,4569.6000,-44.4000,-48.8000,2824.7000,462.6000,3114.6000,,5585.9000,56.2000,28105.7000,11,A,97.0300
007154,03/31/2014,2014,1,INDL,C,D,STD,MCD,MCDONALD'S CORP,,USD,2014Q1,2014Q1,4836.3000,2743.8000,101.4000,410.4000,5.5500,42599.0000,6700.3000,1735.1000,4394.2000,236.1000,,568.8000,-54.9000,801.7000,,1204.8000,,6700.3000,11,A,98.0300
007154,06/30/2014,2014,2,INDL,C,D,STD,MCD,MCDONALD'S CORP,,USD,2014Q2,2014Q2,5913.7000,3670.6000,539.2000,413.2000,5.5600,43293.4000,7181.7000,2522.0000,4613.4000,-97.9000,,1158.4000,871.9000,1602.3000,,2591.9000,,13882.0000,11,A,100.7400
007154,09/30/2014,2014,3,INDL,C,D,STD,MCD,MCDONALD'S CORP,,USD,2014Q3,2014Q3,5210.4000,3233.3000,613.3000,413.4000,5.1300,41605.5000,6987.1000,1030.8000,4468.3000,43.9000,,1817.3000,27.1000,2395.3000,,3660.3000,,20869.1000,11,A,94.8100
007154,12/31/2014,2014,4,INDL,C,D,STD,MCD,MCDONALD'S CORP,,USD,2014Q4,2014Q4,4185.5000,2077.9000,0.0000,407.5000,4.8500,41774.8000,6572.2000,1437.6000,4353.1000,-4.9000,-89.0000,2583.4000,-720.8000,3216.1000,,4757.8000,27.0000,27441.3000,11,A,93.7000
007154,03/31/2015,2015,1,INDL,C,D,STD,MCD,MCDONALD'S CORP,,USD,2015Q1,2015Q1,3592.8000,1634.8000,0.0000,386.1000,4.4700,40808.0000,5958.9000,840.9000,3954.6000,226.5000,,392.6000,-443.1000,816.3000,,811.5000,,5958.9000,11,A,97.4400
007154,06/30/2015,2015,2,INDL,C,D,STD,MCD,MCDONALD'S CORP,,USD,2015Q2,2015Q2,5972.2000,3998.5000,0.0000,392.2000,4.3300,41571.6000,6497.7000,3211.4000,4207.5000,95.7000,,808.5000,1920.6000,1627.3000,,2013.9000,,12456.6000,11,A,95.0700
007154,09/30/2015,2015,3,INDL,C,D,STD,MCD,MCDONALD'S CORP,,USD,2015Q3,2015Q3,4492.6000,2452.5000,0.0000,387.7000,4.6500,41594.5000,6615.1000,1536.1000,4220.1000,290.1000,,1221.2000,374.6000,2416.4000,,3323.1000,,19071.7000,11,A,98.5300
007154,12/31/2015,2015,4,INDL,C,D,STD,MCD,MCDONALD'S CORP,,USD,2015Q4,2015Q4,9643.0000,7685.5000,0.0000,389.7000,4.8200,41714.7000,6341.3000,6692.6000,4120.2000,44.9000,368.0000,1813.9000,5607.6000,3230.3000,,4529.3000,-180.6000,25413.0000,11,A,118.1400
007257,03/31/2009,2009,1,INDL,C,D,STD,MRK,MERCK & CO,,USD,2009Q1,2009Q1,26184.6000,12581.6000,2798.9000,335.9000,2.7800,41847.6000,5385.2000,12768.7000,3738.1000,-1414.7000,,235.1000,1648.8000,803.5000,,1425.0000,,5385.2000,11,A,26.7500
007257,06/30/2009,2009,2,INDL,C,D,STD,MRK,MERCK & CO,,USD,2009Q2,2009Q2,29233.9000,16932.3000,2501.8000,334.7000,2.7000,42523.0000,5899.9000,17726.8000,3920.9000,-2917.9000,,600.3000,8089.3000,1606.9000,,2981.3000,,11285.1000,11,A,27.9600
007257,09/30/2009,2009,3,INDL,C,D,STD,MRK,MERCK & CO,,USD,2009Q3,2009Q3,29668.8000,22256.3000,866.8000,326.4000,3.8100,45018.3000,6049.7000,21643.1000,3897.3000,-5190.6000,,903.6000,17448.6000,2410.8000,,6405.6000,,17334.8000,11,A,31.6300
007257,12/31/2009,2009,4,INDL,C,D,STD,MRK,MERCK & CO,,USD,2009Q4,2009Q4,28428.6000,9604.5000,1585.8000,1230.5000,5.6700,38638.4000,10093.5000,12677.9000,7290.8000,-3718.6000,,1460.6000,4943.1000,3479.1000,1211.3000,12901.3000,165.2000,27428.3000,11,A,36.5400
007257,03/31/2010,2010,1,INDL,C,D,STD,MRK,MERCK & CO,,USD,2010Q1,2010Q1,28244.9000,9777.3000,4028.6000,1630.6000,4.8200,36939.8000,11422.2000,11789.6000,7449.4000,-1064.0000,,342.8000,-1075.4000,1188.6000,,298.8000,,11422.2000,11,A,37.3500
007257,06/30/2010,2010,2,INDL,C,D,STD,MRK,MERCK & CO,,USD,2010Q2,2010Q2,26253.6000,9942.6000,4353.3000,1667.9000,4.3100,35423.1000,11346.3000,10833.0000,7231.1000,-5.5000,,679.8000,-645.8000,2377.9000,,1051.2000,,22768.5000,11,A,34.9700
007257,09/30/2010,2010,3,INDL,C,D,STD,MRK,MERCK & CO,,USD,2010Q3,2010Q3,27756.0000,10624.8000,4116.0000,1557.7000,2.8100,35755.4000,11124.8000,10432.7000,7291.1000,781.6000,,1017.7000,563.0000,3559.2000,,1392.7000,,33893.3000,11,A,36.8100
007257,12/31/2010,2010,4,INDL,C,D,STD,MRK,MERCK & CO,,USD,2010Q4,2010Q4,29064.0000,12201.0000,2400.0000,1675.8000,0.2800,34320.0000,12093.7000,13423.0000,8307.4000,-99.0000,,1678.0000,1589.0000,4853.0000,1990.0000,861.0000,-1089.0000,45987.0000,11,A,36.0400
007257,03/31/2011,2011,1,INDL,C,D,STD,MRK,MERCK & CO,,USD,2011Q1,2011Q1,31024.0000,13029.0000,2202.0000,1693.0000,0.5200,34230.0000,11580.0000,15362.0000,7188.0000,-1067.0000,,324.0000,795.0000,1175.0000,,1043.0000,,11580.0000,11,A,33.0100
007257,06/30/2011,2011,2,INDL,C,D,STD,MRK,MERCK & CO,,USD,2011Q2,2011Q2,32368.0000,13981.0000,2523.0000,1671.0000,0.9300,35467.0000,12152.0000,16605.0000,7712.0000,-1485.0000,,689.0000,1442.0000,2351.0000,,3067.0000,,23732.0000,11,A,35.2900
007257,09/30/2011,2011,3,INDL,C,D,STD,MRK,MERCK & CO,,USD,2011Q3,2011Q3,34109.0000,15576.0000,2455.0000,1761.0000,1.3700,36050.0000,12021.0000,17516.0000,7648.0000,-664.0000,,1120.0000,3353.0000,3526.0000,,4760.0000,,35753.0000,11,A,32.7000
007257,12/31/2011,2011,4,INDL,C,D,STD,MRK,MERCK & CO,,USD,2011Q4,2011Q4,33181.0000,14972.0000,1990.0000,1713.0000,2.0400,35858.0000,12294.0000,16936.0000,8097.0000,1357.0000,,1723.0000,2631.0000,4811.0000,-678.0000,6272.0000,-1168.0000,48047.0000,11,A,37.7000
007257,03/31/2012,2012,1,INDL,C,D,STD,MRK,MERCK & CO,,USD,2012Q1,2012Q1,34344.0000,15566.0000,2930.0000,1745.0000,2.2700,36224.0000,11731.0000,17762.0000,7094.0000,-1474.0000,,331.0000,1125.0000,1279.0000,,1738.0000,,11731.0000,11,A,38.4000
007257,06/30/2012,2012,2,INDL,C,D,STD,MRK,MERCK & CO,,USD,2012Q2,2012Q2,35639.0000,17450.0000,3922.0000,1684.0000,2.2100,36824.0000,12310.0000,18727.0000,7505.0000,-2059.0000,,762.0000,3221.0000,2559.0000,,3531.0000,,24041.0000,11,A,41.7500
007257,09/30/2012,2012,3,INDL,C,D,STD,MRK,MERCK & CO,,USD,2012Q3,2012Q3,36229.0000,18117.0000,2029.0000,1691.0000,2.2300,37350.0000,11489.0000,20646.0000,7266.0000,-2341.0000,,1176.0000,3829.0000,3836.0000,,5261.0000,,35530.0000,11,A,45.0950
007257,12/31/2012,2012,4,INDL,C,D,STD,MRK,MERCK & CO,,USD,2012Q4,2012Q4,34857.0000,16141.0000,4315.0000,1623.0000,2.0300,35303.0000,11737.0000,16509.0000,7975.0000,-3969.0000,,1954.0000,-80.0000,5236.0000,-482.0000,6168.0000,349.0000,47267.0000,11,A,40.9400
007257,03/31/2013,2013,1,INDL,C,D,STD,MRK,MERCK & CO,,USD,2013Q1,2013Q1,35244.0000,16022.0000,4736.0000,1611.0000,1.9900,35643.0000,10671.0000,16442.0000,7114.0000,-1173.0000,,351.0000,-427.0000,1306.0000,,1593.0000,,10671.0000,11,A,44.2000
007257,06/30/2013,2013,2,INDL,C,D,STD,MRK,MERCK & CO,,USD,2013Q2,2013Q2,36995.0000,18098.0000,5582.0000,1602.0000,1.7000,35155.0000,11010.0000,18593.0000,7216.0000,-1809.0000,,764.0000,1639.0000,2638.0000,,2499.0000,,21681.0000,11,A,46.4500
007257,09/30/2013,2013,3,INDL,C,D,STD,MRK,MERCK & CO,,USD,2013Q3,2013Q3,37765.0000,18169.0000,3976.0000,1611.0000,1.5200,35075.0000,11032.0000,19550.0000,6798.0000,-494.0000,,1119.0000,639.0000,3897.0000,,3623.0000,,32713.0000,11,A,47.6090
007257,12/31/2013,2013,4,INDL,C,D,STD,MRK,MERCK & CO,,USD,2013Q4,2013Q4,35685.0000,17486.0000,4521.0000,1587.0000,1.4900,37060.0000,11320.0000,17817.0000,7237.0000,556.0000,,1548.0000,2170.0000,5277.0000,-365.0000,4404.0000,436.0000,44033.0000,11,A,50.0500
007257,03/31/2014,2014,1,INDL,C,D,STD,MRK,MERCK & CO,,USD,2014Q1,2014Q1,41240.0000,20513.0000,8559.0000,1531.0000,1.5300,37482.0000,10264.0000,18770.0000,6479.0000,-703.0000,,205.0000,207.0000,1290.0000,,1705.0000,,10264.0000,11,A,56.7700
007257,06/30/2014,2014,2,INDL,C,D,STD,MRK,MERCK & CO,,USD,2014Q2,2014Q2,33587.0000,13395.0000,4477.0000,1483.0000,1.9200,37922.0000,10934.0000,15659.0000,7129.0000,-1118.0000,,507.0000,-5878.0000,2629.0000,,3709.0000,,21198.0000,11,A,57.8500
007257,09/30/2014,2014,3,INDL,C,D,STD,MRK,MERCK & CO,,USD,2014Q3,2014Q3,34723.0000,14347.0000,9275.0000,1390.0000,1.8500,36991.0000,10557.0000,8796.0000,6664.0000,950.0000,,827.0000,-4251.0000,3911.0000,,4604.0000,,31755.0000,11,A,59.2800
007257,12/31/2014,2014,4,INDL,C,D,STD,MRK,MERCK & CO,,USD,2014Q4,2014Q4,33173.0000,15719.0000,2704.0000,1387.0000,4.1200,41698.0000,10482.0000,14407.0000,6508.0000,2320.0000,,1317.0000,-8180.0000,5247.0000,79.0000,11920.0000,-554.0000,42237.0000,11,A,56.7900
007257,03/31/2015,2015,1,INDL,C,D,STD,MRK,MERCK & CO,,USD,2015Q1,2015Q1,32927.0000,15601.0000,4728.0000,1590.0000,3.9100,41525.0000,9425.0000,12485.0000,5852.0000,-618.0000,,203.0000,539.0000,1280.0000,,953.0000,,9425.0000,11,A,57.4800
007257,06/30/2015,2015,2,INDL,C,D,STD,MRK,MERCK & CO,,USD,2015Q2,2015Q2,28319.0000,11370.0000,2483.0000,1561.0000,3.4600,40771.0000,9785.0000,10811.0000,6096.0000,-1010.0000,,474.0000,-519.0000,2582.0000,,1639.0000,,19210.0000,11,A,56.9300
007257,09/30/2015,2015,3,INDL,C,D,STD,MRK,MERCK & CO,,USD,2015Q3,2015Q3,28567.0000,12089.0000,2543.0000,1539.0000,3.8000,41087.0000,10073.0000,10984.0000,6120.0000,-787.0000,,790.0000,107.0000,3854.0000,,3465.0000,,29283.0000,11,A,49.3900
007257,12/31/2015,2015,4,INDL,C,D,STD,MRK,MERCK & CO,,USD,2015Q4,2015Q4,29764.0000,13427.0000,2585.0000,1511.0000,1.5800,41200.0000,10215.0000,10561.0000,6558.0000,-327.0000,,1283.0000,1083.0000,5117.0000,805.0000,4442.0000,-480.0000,39498.0000,11,A,52.8200
007435,03/31/2009,2009,1,INDL,C,D,STD,MMM,3M CO,,USD,2009Q1,2009Q1,8647.0000,1879.0000,946.0000,271.0000,4.3000,18278.0000,5089.0000,3919.0000,3948.0000,15.0000,-165.0000,244.0000,-217.0000,354.0000,288.0000,518.0000,,5089.0000,11,A,49.7200
007435,06/30/2009,2009,2,INDL,C,D,STD,MMM,3M CO,,USD,2009Q2,2009Q2,9898.0000,2974.0000,908.0000,298.0000,4.0700,19024.0000,5719.0000,4580.0000,4129.0000,-188.0000,-76.0000,454.0000,747.0000,709.0000,447.0000,1301.0000,,10808.0000,11,A,60.1000
007435,09/30/2009,2009,3,INDL,C,D,STD,MMM,3M CO,,USD,2009Q3,2009Q3,11196.0000,3936.0000,921.0000,290.0000,4.0100,19884.0000,6193.0000,5430.0000,4399.0000,-289.0000,60.0000,629.0000,1390.0000,1070.0000,469.0000,2258.0000,,17001.0000,11,A,73.8000
007435,12/31/2009,2009,4,INDL,C,D,STD,MMM,3M CO,,USD,2009Q4,2009Q4,10795.0000,3784.0000,613.0000,298.0000,4.5600,19999.0000,6122.0000,5898.0000,4482.0000,119.0000,109.0000,903.0000,1191.0000,1431.0000,453.0000,3193.0000,,23123.0000,11,A,82.6700
007435,03/31/2010,2010,1,INDL,C,D,STD,MMM,3M CO,,USD,2010Q1,2010Q1,12106.0000,4607.0000,698.0000,287.0000,5.1100,20484.0000,6348.0000,6958.0000,4616.0000,-25.0000,145.0000,157.0000,-192.0000,374.0000,-190.0000,930.0000,-356.0000,6348.0000,11,A,83.5700
007435,06/30/2010,2010,2,INDL,C,D,STD,MMM,3M CO,,USD,2010Q2,2010Q2,12891.0000,4931.0000,728.0000,272.0000,5.5600,20772.0000,6731.0000,7454.0000,4863.0000,5.0000,243.0000,337.0000,-18.0000,749.0000,-428.0000,2051.0000,-586.0000,13079.0000,11,A,78.9900
007435,09/30/2010,2010,3,INDL,C,D,STD,MMM,3M CO,,USD,2010Q3,2010Q3,14048.0000,5853.0000,653.0000,278.0000,5.7400,22127.0000,6874.0000,8653.0000,5020.0000,44.0000,173.0000,565.0000,1426.0000,1124.0000,-521.0000,3157.0000,-529.0000,19953.0000,11,A,86.7100
007435,12/31/2010,2010,4,INDL,C,D,STD,MMM,3M CO,,USD,2010Q4,2010Q4,12215.0000,4478.0000,1269.0000,283.0000,5.7200,22452.0000,6709.0000,6126.0000,5125.0000,-140.0000,146.0000,1091.0000,337.0000,1500.0000,-404.0000,4085.0000,,26662.0000,11,A,86.3000
007435,03/31/2011,2011,1,INDL,C,D,STD,MMM,3M CO,,USD,2011Q1,2011Q1,12645.0000,4032.0000,1133.0000,289.0000,5.9400,23284.0000,7311.0000,6745.0000,5444.0000,-39.0000,80.0000,231.0000,-630.0000,392.0000,-180.0000,1081.0000,-469.0000,7311.0000,11,A,93.5000
007435,06/30/2011,2011,2,INDL,C,D,STD,MMM,3M CO,,USD,2011Q2,2011Q2,13537.0000,4524.0000,1116.0000,319.0000,6.0000,24149.0000,7680.0000,7334.0000,5706.0000,-39.0000,100.0000,526.0000,-1.0000,783.0000,-376.0000,2241.0000,-586.0000,14991.0000,11,A,94.8500
007435,09/30/2011,2011,3,INDL,C,D,STD,MMM,3M CO,,USD,2011Q3,2011Q3,13669.0000,4862.0000,1204.0000,311.0000,5.9800,24445.0000,7531.0000,7504.0000,5639.0000,-45.0000,-30.0000,862.0000,-1.0000,1171.0000,-364.0000,3329.0000,-557.0000,22522.0000,11,A,71.7900
007435,12/31/2011,2011,4,INDL,C,D,STD,MMM,3M CO,,USD,2011Q4,2011Q4,12240.0000,3680.0000,682.0000,317.0000,6.0500,23323.0000,7089.0000,6799.0000,5408.0000,9.0000,-83.0000,1379.0000,-1158.0000,1555.0000,-196.0000,4283.0000,-205.0000,29611.0000,11,A,81.7300
007435,03/31/2012,2012,1,INDL,C,D,STD,MMM,3M CO,,USD,2012Q1,2012Q1,12853.0000,3731.0000,664.0000,313.0000,6.1400,24073.0000,7486.0000,7445.0000,5539.0000,-74.0000,118.0000,261.0000,113.0000,410.0000,-96.0000,1125.0000,-431.0000,7486.0000,11,A,89.2100
